,probe_id,gene_id,is_multiple,accession,gene_name,symbol
19591,218228_s_at,80351,0,NM_025235,tankyrase 2,TNKS2
19592,218229_s_at,57645,0,NM_017542,pogo transposable element with KRAB domain,POGK
19593,218231_at,55577,0,NM_017567,N-acetylglucosamine kinase,NAGK
19594,218232_at,712,0,NM_015991,complement C1q A chain,C1QA
19595,218233_s_at,29964,1,NM_017601,prickle planar cell polarity protein 4,PRICKLE4
19596,218233_s_at,100188893,1,NM_017601,translocase of outer mitochondrial membrane 6,TOMM6
19597,218234_at,51147,0,NM_016162,inhibitor of growth family member 4,ING4
19598,48825_at,51147,0,AA887083,inhibitor of growth family member 4,ING4
19599,218235_s_at,51118,0,NM_016037,"UTP11, small subunit processome component homolog (S. cerevisiae)",UTP11
19600,218237_s_at,81539,0,NM_030674,solute carrier family 38 member 1,SLC38A1
19601,218240_at,28511,0,NM_017595,NFKB inhibitor interacting Ras like 2,NKIRAS2
19602,222105_s_at,28511,0,AA452565,NFKB inhibitor interacting Ras like 2,NKIRAS2
19603,218241_at,9950,0,NM_005113,golgin A5,GOLGA5
19604,218242_s_at,51111,0,NM_017635,lysine methyltransferase 5B,KMT5B
19605,218243_at,80230,0,NM_025158,RUN and FYVE domain containing 1,RUFY1
19606,218244_at,55035,0,NM_017948,nucleolar protein 8,NOL8
19607,218245_at,25987,0,NM_015516,"tsukushi, small leucine rich proteoglycan",TSKU
19608,218246_at,79594,0,NM_024544,mitochondrial E3 ubiquitin protein ligase 1,MUL1
19609,218247_s_at,51320,0,NM_016626,mex-3 RNA binding family member C,MEX3C
19610,218248_at,63901,0,NM_022074,family with sequence similarity 111 member A,FAM111A
19611,218249_at,64429,0,NM_022494,zinc finger DHHC-type containing 6,ZDHHC6
19612,218250_s_at,29883,0,NM_013354,CCR4-NOT transcription complex subunit 7,CNOT7
19613,218251_at,58526,0,NM_021242,MID1 interacting protein 1,MID1IP1
19614,218253_s_at,1939,0,NM_006893,eukaryotic translation initiation factor 2D,EIF2D
19615,218254_s_at,51128,0,NM_016103,secretion associated Ras related GTPase 1B,SAR1B
19616,218255_s_at,64319,0,NM_022452,fibrosin,FBRS
19617,218257_s_at,56886,0,NM_020120,UDP-glucose glycoprotein glucosyltransferase 1,UGGT1
19618,218258_at,51082,0,NM_015972,RNA polymerase I subunit D,POLR1D
19619,218259_at,57496,0,NM_014048,MKL1/myocardin like 2,MKL2
19620,218260_at,79016,0,NM_024050,DET1 and DDB1 associated 1,DDA1
19621,218261_at,10053,0,NM_005498,adaptor related protein complex 1 mu 2 subunit,AP1M2
19622,65517_at,10053,0,AA910946,adaptor related protein complex 1 mu 2 subunit,AP1M2
19623,218263_s_at,58486,0,NM_021211,zinc finger BED-type containing 5,ZBED5
19624,218264_at,56647,0,NM_016567,BRCA2 and CDKN1A interacting protein,BCCIP
19625,218265_at,79048,0,NM_024077,SECIS binding protein 2,SECISBP2
19626,218266_s_at,23413,0,NM_014286,neuronal calcium sensor 1,NCS1
19627,218268_at,64786,0,NM_022771,TBC1 domain family member 15,TBC1D15
19628,218269_at,29102,0,NM_013235,drosha ribonuclease III,DROSHA
19629,218270_at,79590,0,NM_024540,mitochondrial ribosomal protein L24,MRPL24
19630,218271_s_at,55486,0,NM_018622,presenilin associated rhomboid like,PARL
19631,218273_s_at,54704,0,NM_018444,pyruvate dehyrogenase phosphatase catalytic subunit 1,PDP1
19632,218274_s_at,55139,0,NM_018089,ankyrin repeat and zinc finger domain containing 1,ANKZF1
19633,218275_at,1468,0,NM_012140,solute carrier family 25 member 10,SLC25A10
19634,218276_s_at,60485,0,NM_021818,salvador family WW domain containing protein 1,SAV1
19635,218277_s_at,79665,0,NM_024612,DEAH-box helicase 40,DHX40
19636,218278_at,54663,0,NM_018093,WD repeat domain 74,WDR74
19637,221712_s_at,54663,0,BC006351,WD repeat domain 74,WDR74
19638,218281_at,51642,0,NM_016055,mitochondrial ribosomal protein L48,MRPL48
19639,218282_at,55741,0,NM_018217,ER degradation enhancing alpha-mannosidase like protein 2,EDEM2
19640,218283_at,51188,0,NM_016305,SS18 like 2,SS18L2
19641,218285_s_at,56898,0,NM_020139,"3-hydroxybutyrate dehydrogenase, type 2",BDH2
19642,218286_s_at,9616,0,NM_014245,ring finger protein 7,RNF7
19643,218287_s_at,26523,0,NM_012199,"argonaute 1, RISC catalytic component",AGO1
19644,218288_s_at,60492,0,NM_021825,coiled-coil domain containing 90B,CCDC90B
19645,218289_s_at,79876,0,NM_024818,ubiquitin like modifier activating enzyme 5,UBA5
19646,218290_at,55111,1,NM_018049,pleckstrin homology domain containing J1,PLEKHJ1
19647,218290_at,102466736,1,NM_018049,microRNA 6789,MIR6789
19648,218291_at,28956,0,NM_014017,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 2",LAMTOR2
19649,218296_x_at,55154,1,NM_018116,"misato 1, mitochondrial distribution and morphology regulator",MSTO1
19650,218296_x_at,100129405,1,NM_018116,"misato family member 2, pseudogene",MSTO2P
19651,218297_at,80013,0,NM_024948,family with sequence similarity 188 member A,FAM188A
19652,218298_s_at,80017,0,NM_024952,chromosome 14 open reading frame 159,C14orf159
19653,218299_at,53838,0,NM_022338,chromosome 11 open reading frame 24,C11orf24
19654,52164_at,53838,0,AA065185,chromosome 11 open reading frame 24,C11orf24
19655,218300_at,79447,0,NM_024516,PAXIP1 associated glutamate rich protein 1,PAGR1
19656,218301_at,57140,0,NM_018226,arginyl aminopeptidase like 1,RNPEPL1
19657,218302_at,55851,0,NM_018468,presenilin enhancer gamma-secretase subunit,PSENEN
19658,218303_x_at,51315,0,NM_016618,lysine rich coiled-coil 1,KRCC1
19659,218304_s_at,114885,0,NM_022776,oxysterol binding protein like 11,OSBPL11
19660,218306_s_at,8925,0,NM_003922,HECT and RLD domain containing E3 ubiquitin protein ligase family member 1,HERC1
19661,218307_at,55316,0,NM_018346,radical S-adenosyl methionine domain containing 1,RSAD1
19662,218308_at,10460,0,NM_006342,transforming acidic coiled-coil containing protein 3,TACC3
19663,218309_at,55450,0,NM_018584,calcium/calmodulin dependent protein kinase II inhibitor 1,CAMK2N1
19664,218311_at,8491,0,NM_003618,mitogen-activated protein kinase kinase kinase kinase 3,MAP4K3
19665,218313_s_at,51809,0,NM_017423,polypeptide N-acetylgalactosaminyltransferase 7,GALNT7
19666,218314_s_at,55216,0,NM_018195,chromosome 11 open reading frame 57,C11orf57
19667,218315_s_at,51654,0,NM_016408,CDK5 regulatory subunit associated protein 1,CDK5RAP1
19668,218316_at,26520,0,NM_012460,translocase of inner mitochondrial membrane 9,TIMM9
19669,218317_x_at,79008,1,NM_024044,"SLX1 homolog B, structure-specific endonuclease subunit",SLX1B
19670,222094_at,79008,1,AI580112,"SLX1 homolog B, structure-specific endonuclease subunit",SLX1B
19671,218317_x_at,548593,1,NM_024044,"SLX1 homolog A, structure-specific endonuclease subunit",SLX1A
19672,222094_at,548593,1,AI580112,"SLX1 homolog A, structure-specific endonuclease subunit",SLX1A
19673,218318_s_at,51701,0,NM_016231,nemo like kinase,NLK
19674,218319_at,57162,0,NM_020651,pellino E3 ubiquitin protein ligase 1,PELI1
19675,218320_s_at,54539,0,NM_019056,NADH:ubiquinone oxidoreductase subunit B11,NDUFB11
19676,218321_x_at,51657,0,NM_016086,serine/threonine/tyrosine interacting like 1,STYXL1
19677,218322_s_at,51703,0,NM_016234,acyl-CoA synthetase long-chain family member 5,ACSL5
19678,218323_at,55288,0,NM_018307,ras homolog family member T1,RHOT1
19679,222148_s_at,55288,0,BF688108,ras homolog family member T1,RHOT1
19680,218324_s_at,65244,0,NM_023071,spermatogenesis associated serine rich 2,SPATS2
19681,218326_s_at,55366,0,NM_018490,leucine rich repeat containing G protein-coupled receptor 4,LGR4
19682,218327_s_at,9342,0,NM_004782,synaptosome associated protein 29,SNAP29
19683,218328_at,51117,0,NM_016035,coenzyme Q4,COQ4
19684,218329_at,11108,0,NM_012406,PR/SET domain 4,PRDM4
19685,49485_at,11108,0,W22625,PR/SET domain 4,PRDM4
19686,218330_s_at,89797,0,NM_018162,neuron navigator 2,NAV2
19687,218331_s_at,54906,0,NM_017782,family with sequence similarity 208 member B,FAM208B
19688,218332_at,55859,0,NM_018476,brain expressed X-linked 1,BEX1
19689,218333_at,51009,0,NM_016041,derlin 2,DERL2
19690,218334_at,80145,0,NM_025075,THO complex 7,THOC7
19691,218335_x_at,79155,0,NM_024309,TNFAIP3 interacting protein 2,TNIP2
19692,48531_at,79155,0,AA522816,TNFAIP3 interacting protein 2,TNIP2
19693,218336_at,5202,0,NM_012394,prefoldin subunit 2,PFDN2
19694,218337_at,64760,0,NM_022749,family with sequence similarity 160 member B2,FAM160B2
19695,218339_at,29093,0,NM_014180,mitochondrial ribosomal protein L22,MRPL22
19696,218340_s_at,55236,0,NM_018227,ubiquitin like modifier activating enzyme 6,UBA6
19697,220869_at,55236,0,NM_018496,ubiquitin like modifier activating enzyme 6,UBA6
19698,218341_at,79717,0,NM_024664,phosphopantothenoylcysteine synthetase,PPCS
19699,218342_s_at,79956,0,NM_024896,endoplasmic reticulum metallopeptidase 1,ERMP1
19700,218343_s_at,9330,0,NM_012086,general transcription factor IIIC subunit 3,GTF3C3
19701,218344_s_at,55758,0,NM_018254,REST corepressor 3,RCOR3
19702,218345_at,55365,0,NM_018487,transmembrane protein 176A,TMEM176A
19703,218346_s_at,27244,0,NM_014454,sestrin 1,SESN1
19704,218347_at,55253,0,NM_018264,tRNA-yW synthesizing protein 1 homolog,TYW1
19705,218348_s_at,29066,0,NM_014153,zinc finger CCCH-type containing 7A,ZC3H7A
19706,218349_s_at,55055,0,NM_017975,zwilch kinetochore protein,ZWILCH
19707,218350_s_at,51053,0,NM_015895,"geminin, DNA replication inhibitor",GMNN
19708,218351_at,54951,0,NM_017845,COMM domain containing 8,COMMD8
19709,218352_at,55213,0,NM_018191,RCC1 and BTB domain containing protein 1,RCBTB1
19710,218354_at,51693,0,NM_016209,trafficking protein particle complex 2 like,TRAPPC2L
19711,218355_at,24137,0,NM_012310,kinesin family member 4A,KIF4A
19712,218356_at,29960,0,NM_013393,mitochondrial rRNA methyltransferase 2,MRM2
19713,222130_s_at,29960,0,AK024635,mitochondrial rRNA methyltransferase 2,MRM2
19714,218357_s_at,26521,0,NM_012459,translocase of inner mitochondrial membrane 8 homolog B,TIMM8B
19715,218358_at,79174,0,NM_024324,cysteine rich with EGF like domains 2,CRELD2
19716,218359_at,80023,0,NM_024958,neurensin 2,NRSN2
19717,218361_at,55204,0,NM_018178,golgi phosphoprotein 3 like,GOLPH3L
19718,218363_at,55218,0,NM_018199,exonuclease 3'-5' domain containing 2,EXD2
19719,218364_at,9209,0,NM_017724,LRR binding FLII interacting protein 2,LRRFIP2
19720,220610_s_at,9209,0,NM_006309,LRR binding FLII interacting protein 2,LRRFIP2
19721,218365_s_at,55157,0,AI765051,"aspartyl-tRNA synthetase 2, mitochondrial",DARS2
19722,218366_x_at,64745,0,NM_022734,methyltransferase like 17,METTL17
19723,218367_x_at,27005,0,NM_012475,ubiquitin specific peptidase 21,USP21
19724,218368_s_at,51330,0,NM_016639,TNF receptor superfamily member 12A,TNFRSF12A
19725,218369_s_at,51013,0,NM_016046,exosome component 1,EXOSC1
19726,218370_s_at,64766,0,NM_022753,S100P binding protein,S100PBP
19727,218371_s_at,55269,0,NM_018282,paraspeckle component 1,PSPC1
19728,218372_at,55090,0,NM_018019,mediator complex subunit 9,MED9
19729,218373_at,64400,0,NM_022476,AKT interacting protein,AKTIP
19730,218374_s_at,57102,0,NM_020374,chromosome 12 open reading frame 4,C12orf4
19731,218375_at,53343,0,NM_024047,nudix hydrolase 9,NUDT9
19732,218376_s_at,64780,0,NM_022765,"microtubule associated monooxygenase, calponin and LIM domain containing 1",MICAL1
19733,218377_s_at,10069,0,NM_016940,RWD domain containing 2B,RWDD2B
19734,218378_s_at,79706,1,NM_024653,PRKR interacting protein 1 (IL11 inducible),PRKRIP1
19735,218378_s_at,100289561,1,NM_024653,uncharacterized LOC100289561,LOC100289561
19736,218378_s_at,100630923,1,NM_024653,LOC100289561-PRKRIP1 readthrough,LOC100630923
19737,218379_at,10179,0,NM_016090,RNA binding motif protein 7,RBM7
19738,218380_at,728392,0,NM_021730,uncharacterized LOC728392,LOC728392
19739,218383_at,54930,1,NM_017815,HAUS augmin like complex subunit 4,HAUS4
19740,218383_at,100616424,1,NM_017815,microRNA 4707,MIR4707
19741,218384_at,23589,0,NM_014316,calcium regulated heat stable protein 1,CARHSP1
19742,218385_at,55168,0,NM_018135,mitochondrial ribosomal protein S18A,MRPS18A
19743,221693_s_at,55168,0,AB049952,mitochondrial ribosomal protein S18A,MRPS18A
19744,218386_x_at,10600,0,NM_006447,ubiquitin specific peptidase 16,USP16
19745,218387_s_at,25796,0,NM_012088,6-phosphogluconolactonase,PGLS
19746,218388_at,25796,0,NM_012088,6-phosphogluconolactonase,PGLS
19747,218389_s_at,51107,0,NM_016022,"aph-1 homolog A, gamma-secretase subunit",APH1A
19748,218390_s_at,63877,0,NM_022063,family with sequence similarity 204 member A,FAM204A
19749,218391_at,11267,0,NM_007241,"SNF8, ESCRT-II complex subunit",SNF8
19750,218392_x_at,94081,0,NM_022754,sideroflexin 1,SFXN1
19751,218393_s_at,55234,0,NM_018225,DNA replication regulator and spliceosomal factor,SMU1
19752,218394_at,79641,0,NM_024589,rogdi homolog,ROGDI
19753,218395_at,64431,0,NM_022496,ARP6 actin-related protein 6 homolog,ACTR6
19754,218396_at,54832,0,NM_017684,vacuolar protein sorting 13 homolog C,VPS13C
19755,220517_at,54832,0,NM_018080,vacuolar protein sorting 13 homolog C,VPS13C
19756,218397_at,55120,0,NM_018062,Fanconi anemia complementation group L,FANCL
19757,218398_at,10884,0,NM_016640,mitochondrial ribosomal protein S30,MRPS30
19758,222275_at,10884,0,AI039469,mitochondrial ribosomal protein S30,MRPS30
19759,218399_s_at,55038,0,NM_017955,cell division cycle associated 4,CDCA4
19760,218400_at,4940,0,NM_006187,2'-5'-oligoadenylate synthetase 3,OAS3
19761,218401_s_at,23528,0,NM_012482,zinc finger protein 281,ZNF281
19762,218402_s_at,89781,0,NM_022081,"HPS4, biogenesis of lysosomal organelles complex 3 subunit 2",HPS4
19763,54037_at,89781,0,AL041451,"HPS4, biogenesis of lysosomal organelles complex 3 subunit 2",HPS4
19764,218403_at,51499,0,NM_016399,TP53 regulated inhibitor of apoptosis 1,TRIAP1
19765,218404_at,29887,0,NM_013322,sorting nexin 10,SNX10
19766,218405_at,29777,0,NM_013375,activator of basal transcription 1,ABT1
19767,218408_at,26519,0,NM_012456,translocase of inner mitochondrial membrane 10 homolog (yeast),TIMM10
19768,218409_s_at,64215,0,NM_022365,DnaJ heat shock protein family (Hsp40) member C1,DNAJC1
19769,218410_s_at,283871,0,NM_024118,phosphoglycolate phosphatase,PGP
19770,218411_s_at,51562,0,NM_016586,MAP3K12 binding inhibitory protein 1,MBIP
19771,218412_s_at,9569,0,NM_016328,GTF2I repeat domain containing 1,GTF2IRD1
19772,218413_s_at,51193,0,NM_016331,zinc finger protein 639,ZNF639
19773,218414_s_at,54820,0,NM_017668,nudE neurodevelopment protein 1,NDE1
19774,218415_at,26276,0,NM_018668,"VPS33B, late endosome and lysosome associated",VPS33B
19775,44111_at,26276,0,AI672363,"VPS33B, late endosome and lysosome associated",VPS33B
19776,218416_s_at,55652,0,AW149696,solute carrier family 48 member 1,SLC48A1
19777,218417_s_at,55652,0,NM_017842,solute carrier family 48 member 1,SLC48A1
19778,48106_at,55652,0,H14241,solute carrier family 48 member 1,SLC48A1
19779,218418_s_at,25959,0,NM_015493,KN motif and ankyrin repeat domains 2,KANK2
19780,221068_at,25959,0,NM_017616,KN motif and ankyrin repeat domains 2,KANK2
19781,218419_s_at,79089,0,NM_024107,transmembrane and ubiquitin like domain containing 2,TMUB2
19782,218420_s_at,80209,0,NM_025138,proline and serine rich 1,PROSER1
19783,218421_at,64781,0,NM_022766,ceramide kinase,CERK
19784,218423_x_at,51542,0,NM_016516,"VPS54, GARP complex subunit",VPS54
19785,218424_s_at,55240,0,NM_018234,STEAP3 metalloreductase,STEAP3
19786,218425_at,54476,0,BC000787,ring finger protein 216,RNF216
19787,218426_s_at,54476,0,NM_019011,ring finger protein 216,RNF216
19788,218427_at,10807,0,NM_006643,serologically defined colon cancer antigen 3,SDCCAG3
19789,218428_s_at,51455,0,NM_016316,"REV1, DNA directed polymerase",REV1
19790,218429_s_at,55337,0,NM_018381,chromosome 19 open reading frame 66,C19orf66
19791,53720_at,55337,0,AI862559,chromosome 19 open reading frame 66,C19orf66
19792,218430_s_at,64864,0,NM_022841,regulatory factor X7,RFX7
19793,218431_at,63894,0,NM_022067,"VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog",VIPAS39
19794,218432_at,26273,0,NM_012175,F-box protein 3,FBXO3
19795,218433_at,79646,0,NM_024594,pantothenate kinase 3,PANK3
19796,221751_at,79646,0,AL565516,pantothenate kinase 3,PANK3
19797,218434_s_at,65985,0,NM_023928,acetoacetyl-CoA synthetase,AACS
19798,218435_at,29103,0,NM_013238,DnaJ heat shock protein family (Hsp40) member C15,DNAJC15
19799,218436_at,64374,0,NM_022464,SIL1 nucleotide exchange factor,SIL1
19800,218437_s_at,54585,0,NM_020347,leucine zipper transcription factor like 1,LZTFL1
19801,218438_s_at,80306,0,NM_025205,mediator complex subunit 28,MED28
19802,218439_s_at,51397,0,NM_016144,COMM domain containing 10,COMMD10
19803,218440_at,56922,0,NM_020166,methylcrotonoyl-CoA carboxylase 1,MCCC1
19804,218441_s_at,26015,0,NM_015540,RNA polymerase II associated protein 1,RPAP1
19805,218442_at,7268,0,NM_004623,tetratricopeptide repeat domain 4,TTC4
19806,46167_at,7268,1,W22690,tetratricopeptide repeat domain 4,TTC4
19807,218443_s_at,26528,0,NM_018959,DAZ associated protein 1,DAZAP1
19808,218444_at,79087,0,NM_024105,"ALG12, alpha-1,6-mannosyltransferase",ALG12
19809,218445_at,55506,0,NM_018649,H2A histone family member Y2,H2AFY2
19810,218446_s_at,51030,0,NM_016078,trans-golgi network vesicle protein 23 homolog B (S. cerevisiae),TVP23B
19811,218447_at,56942,0,NM_020188,C-X9-C motif containing 2,CMC2
19812,218448_at,54994,0,NM_017896,GID complex subunit 8 homolog,GID8
19813,218449_at,55325,0,NM_018359,UFM1 specific peptidase 2,UFSP2
19814,218450_at,50865,0,NM_015987,heme binding protein 1,HEBP1
19815,218451_at,64866,0,NM_022842,CUB domain containing protein 1,CDCP1
19816,218452_at,50485,0,NM_014140,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1",SMARCAL1
19817,218453_s_at,729515,0,NM_018452,transmembrane protein 242,TMEM242
19818,218454_at,79887,0,NM_024829,phospholipase B domain containing 1,PLBD1
19819,218455_at,9054,0,NM_021100,"NFS1, cysteine desulfurase",NFS1
19820,218456_at,65981,0,NM_023925,caprin family member 2,CAPRIN2
19821,218457_s_at,1788,0,NM_022552,DNA methyltransferase 3 alpha,DNMT3A
19822,218458_at,64396,1,NM_022471,"germ cell-less, spermatogenesis associated 1 pseudogene 1",GMCL1P1
19823,218458_at,64395,1,NM_022471,"germ cell-less, spermatogenesis associated 1",GMCL1
19824,218459_at,64222,0,NM_022371,torsin family 3 member A,TOR3A
19825,218460_at,54919,0,NM_017802,dynein axonemal assembly factor 5,DNAAF5
19826,218461_at,51184,0,NM_016301,GPN-loop GTPase 3,GPN3
19827,218462_at,80135,0,NM_025065,ribosome production factor 1 homolog,RPF1
19828,218463_s_at,80198,0,NM_025128,MUS81 structure-specific endonuclease subunit,MUS81
19829,218464_s_at,55731,0,NM_018182,family with sequence similarity 222 member B,FAM222B
19830,218465_at,55161,0,NM_018126,transmembrane protein 33,TMEM33
19831,218466_at,79735,0,NM_024682,TBC1 domain family member 17,TBC1D17
19832,218467_at,56984,0,NM_020232,proteasome assembly chaperone 2,PSMG2
19833,218468_s_at,26585,0,AF154054,"gremlin 1, DAN family BMP antagonist",GREM1
19834,218469_at,26585,0,NM_013372,"gremlin 1, DAN family BMP antagonist",GREM1
19835,218470_at,51067,0,NM_015936,tyrosyl-tRNA synthetase 2,YARS2
19836,218471_s_at,582,0,NM_024649,Bardet-Biedl syndrome 1,BBS1
19837,218472_s_at,53918,0,NM_015946,pelota homolog (Drosophila),PELO
19838,221076_at,53918,0,NM_014100,pelota homolog (Drosophila),PELO
19839,218473_s_at,79709,0,NM_024656,collagen beta(1-O)galactosyltransferase 1,COLGALT1
19840,218474_s_at,54442,0,NM_018992,potassium channel tetramerization domain containing 5,KCTD5
19841,218475_at,27037,0,NM_022727,tRNA methyltransferase 2 homolog A,TRMT2A
19842,218476_at,10585,0,NM_007171,protein O-mannosyltransferase 1,POMT1
19843,218477_at,28978,0,NM_014051,transmembrane protein 14A,TMEM14A
19844,218478_s_at,55596,0,NM_017612,zinc finger CCHC-type containing 8,ZCCHC8
19845,218479_s_at,64328,0,NM_022459,exportin 4,XPO4
19846,218480_at,60509,0,NM_021831,ATP/GTP binding protein like 5,AGBL5
19847,218481_at,56915,0,NM_020158,exosome component 5,EXOSC5
19848,218482_at,56943,0,NM_020189,"ENY2, transcription and export complex 2 subunit",ENY2
19849,218483_s_at,56912,0,NM_020153,intraflagellar transport 46,IFT46
19850,218484_at,56901,0,NM_020142,"NDUFA4, mitochondrial complex associated like 2",NDUFA4L2
19851,218485_s_at,55343,0,NM_018389,solute carrier family 35 member C1,SLC35C1
19852,218486_at,8462,0,AA149594,Kruppel like factor 11,KLF11
19853,218487_at,210,0,BC000977,aminolevulinate dehydratase,ALAD
19854,218489_s_at,210,0,NM_000031,aminolevulinate dehydratase,ALAD
19855,218488_at,8891,0,NM_020365,eukaryotic translation initiation factor 2B subunit gamma,EIF2B3
19856,218490_s_at,55900,0,NM_018443,zinc finger protein 302,ZNF302
19857,218491_s_at,29087,0,NM_014174,thymocyte nuclear protein 1,THYN1
19858,218492_s_at,80764,0,NM_030573,THAP domain containing 7,THAP7
19859,218493_at,79622,0,NM_024571,small nuclear ribonucleoprotein U11/U12 subunit 25,SNRNP25
19860,218494_s_at,56731,0,NM_020062,SLC2A4 regulator,SLC2A4RG
19861,218495_at,8409,0,NM_004182,ubiquitously expressed prefoldin like chaperone,UXT
19862,218496_at,246243,0,BG534527,ribonuclease H1,RNASEH1
19863,218497_s_at,246243,0,NM_002936,ribonuclease H1,RNASEH1
19864,218498_s_at,30001,0,NM_014584,endoplasmic reticulum oxidoreductase 1 alpha,ERO1A
19865,218499_at,51765,0,NM_016542,serine/threonine protein kinase 26,STK26
19866,218500_at,51337,0,NM_016647,thioesterase superfamily member 6,THEM6
19867,218501_at,50650,0,NM_019555,Rho guanine nucleotide exchange factor 3,ARHGEF3
19868,218502_s_at,7227,0,NM_014112,transcriptional repressor GATA binding 1,TRPS1
19869,218503_at,54914,0,NM_017794,focadhesin,FOCAD
19870,218504_at,51011,0,NM_016044,fumarylacetoacetate hydrolase domain containing 2A,FAHD2A
19871,222055_at,51011,1,AA723370,fumarylacetoacetate hydrolase domain containing 2A,FAHD2A
19872,222056_s_at,51011,0,AA723370,fumarylacetoacetate hydrolase domain containing 2A,FAHD2A
19873,218505_at,79726,0,NM_024673,WD repeat domain 59,WDR59
19874,219586_at,79726,0,NM_030581,WD repeat domain 59,WDR59
19875,221981_s_at,79726,0,AA702154,WD repeat domain 59,WDR59
19876,218507_at,29923,0,NM_013332,hypoxia inducible lipid droplet associated,HILPDA
19877,218508_at,55802,0,NM_018403,decapping mRNA 1A,DCP1A
19878,218509_at,64748,0,NM_022737,phospholipid phosphatase related 2,PLPPR2
19879,64899_at,64748,0,AA209463,phospholipid phosphatase related 2,PLPPR2
19880,218511_s_at,55163,0,NM_018129,pyridoxamine 5'-phosphate oxidase,PNPO
19881,218512_at,55759,0,NM_018256,WD repeat domain 12,WDR12
19882,218513_at,55319,0,NM_018352,translation machinery associated 16 homolog,TMA16
19883,218514_at,55181,0,NM_018149,"SMG8, nonsense mediated mRNA decay factor",SMG8
19884,218515_at,94104,0,NM_016631,PAX3 and PAX7 binding protein 1,PAXBP1
19885,221158_at,94104,0,NM_013329,PAX3 and PAX7 binding protein 1,PAXBP1
19886,218516_s_at,54928,0,NM_017813,inositol monophosphatase domain containing 1,IMPAD1
19887,218517_at,79960,0,NM_024900,jade family PHD finger 1,JADE1
19888,218518_at,51306,0,NM_016603,family with sequence similarity 13 member B,FAM13B
19889,218519_at,55032,0,NM_017945,solute carrier family 35 member A5,SLC35A5
19890,218520_at,29110,0,NM_013254,TANK binding kinase 1,TBK1
19891,218521_s_at,55284,0,NM_018299,ubiquitin conjugating enzyme E2 W (putative),UBE2W
19892,218522_s_at,55201,0,NM_018174,microtubule associated protein 1S,MAP1S
19893,218523_at,64077,0,NM_022126,phospholysine phosphohistidine inorganic pyrophosphate phosphatase,LHPP
19894,218524_at,1877,0,NM_004424,E4F transcription factor 1,E4F1
19895,218525_s_at,55662,0,NM_017902,hypoxia inducible factor 1 alpha subunit inhibitor,HIF1AN
19896,59999_at,55662,0,W37897,hypoxia inducible factor 1 alpha subunit inhibitor,HIF1AN
19897,218526_s_at,29098,0,NM_014185,RAN guanine nucleotide release factor,RANGRF
19898,218527_at,54840,0,NM_017692,aprataxin,APTX
19899,218528_s_at,152006,0,NM_022781,ring finger protein 38,RNF38
19900,218529_at,51293,0,NM_016579,CD320 molecule,CD320
19901,218530_at,29109,0,NM_013241,formin homology 2 domain containing 1,FHOD1
19902,218531_at,80194,0,NM_025124,transmembrane protein 134,TMEM134
19903,218533_s_at,54963,0,NM_017859,uridine-cytidine kinase 1 like 1,UCKL1
19904,218535_s_at,55781,0,NM_018343,RIO kinase 2,RIOK2
19905,218536_at,57380,0,AF052167,"MRS2, magnesium transporter",MRS2
19906,218538_s_at,57380,0,NM_020662,"MRS2, magnesium transporter",MRS2
19907,218537_at,54985,0,NM_017885,host cell factor C1 regulator 1,HCFC1R1
19908,45714_at,54985,0,AA436930,host cell factor C1 regulator 1,HCFC1R1
19909,218539_at,55030,0,NM_017943,F-box protein 34,FBXO34
19910,218540_at,79178,0,NM_024328,thiamine triphosphatase,THTPA
19911,218541_s_at,56892,0,NM_020130,chromosome 8 open reading frame 4,C8orf4
19912,218542_at,55165,0,NM_018131,centrosomal protein 55,CEP55
19913,218543_s_at,64761,0,NM_022750,poly(ADP-ribose) polymerase family member 12,PARP12
19914,218544_s_at,10171,0,NM_005772,RNA terminal phosphate cyclase like 1,RCL1
19915,218545_at,55297,0,NM_018318,coiled-coil domain containing 91,CCDC91
19916,218546_at,79762,0,NM_024709,chromosome 1 open reading frame 115,C1orf115
19917,218547_at,79947,0,NM_024887,dehydrodolichyl diphosphate synthase subunit,DHDDS
19918,218548_x_at,51368,0,NM_015926,testis expressed 264,TEX264
19919,218549_s_at,51115,0,NM_016033,regulator of microtubule dynamics 1,RMDN1
19920,218550_s_at,55222,0,NM_018205,leucine rich repeat containing 20,LRRC20
19921,218551_at,60672,0,NM_021933,migration and invasion inhibitory protein,MIIP
19922,48659_at,60672,0,W60802,migration and invasion inhibitory protein,MIIP
19923,218552_at,55268,0,NM_018281,enoyl-CoA hydratase domain containing 2,ECHDC2
19924,218553_s_at,79047,0,NM_024076,potassium channel tetramerization domain containing 15,KCTD15
19925,218554_s_at,55870,0,NM_018489,ASH1 like histone lysine methyltransferase,ASH1L
19926,218555_at,29882,0,NM_013366,anaphase promoting complex subunit 2,ANAPC2
19927,218556_at,29095,0,NM_014182,ORMDL sphingolipid biosynthesis regulator 2,ORMDL2
19928,218557_at,56954,0,NM_020202,nitrilase family member 2,NIT2
19929,218558_s_at,54148,0,NM_017446,mitochondrial ribosomal protein L39,MRPL39
